Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,yLabel,Y
0.001686,0.47384005,0.01045,-0.0005825,0.52461801,-1.0334,1.3058,2.3392,0.126765487,-0.298452337,0.047384005,-0.037757,0.534018596,-0.05055,-0.0483475,0.62076462,-1.2907,1.03,2.3207,0.122328427,-0.865392462,0.05340186,-0.037757,0.534018596,-0.05055,-0.0483475,0.62076462,-1.2907,1.03,2.3207,0.122328427,-0.865392462,0.05340186,0.076362132,0.055596894,0.066987899,0.068928686,0.045668103,1.20E-05,0.293168319,0.293156319,1.616918942,3.465181501,0.005559689,0.066194906,0.083896413,0.04429189,0.05200558,0.024100406,0.003522176,0.589373209,0.585851034,4.906277845,27.40921223,0.008389641,0.119530421,0.069679892,0.104073883,0.11213533,0.046859607,0.008244686,0.294533445,0.286288759,0.918368655,0.185033319,0.006967989,base,2
0.019751,0.439144411,0.0242,0.02188375,0.43225203,-0.975,1.0074,1.9824,-0.005786112,-0.485489474,0.043914441,0.009268,0.525028073,0.00045,-0.0011275,0.66116547,-1.0195,1.0965,2.116,0.116798353,-0.993113181,0.052502807,0.009268,0.525028073,0.00045,-0.0011275,0.66116547,-1.0195,1.0965,2.116,0.116798353,-0.993113181,0.052502807,0.070113831,0.052574413,0.05805379,0.062588609,0.041771065,0.008882359,0.275723566,0.266841207,1.753904971,3.94171159,0.005257441,0.069743305,0.078207343,0.051917449,0.057178384,0.032943212,0.013828675,0.555003302,0.541174627,4.786868845,26.75942796,0.007820734,0.123602271,0.073822347,0.125169615,0.117580668,0.076478803,0.009468745,0.362841875,0.353373129,0.917025713,0.929626955,0.007382235,base,2
-0.077699,0.46700601,-0.0276,-0.068425,0.50601138,-1.2785,0.7711,2.0496,-0.23689888,-0.769183653,0.046700601,-0.038812,0.517526464,-0.0399,-0.045475,0.60356646,-1.1578,1.1166,2.2744,0.058045424,-0.757891552,0.051752646,-0.038812,0.517526464,-0.0399,-0.045475,0.60356646,-1.1578,1.1166,2.2744,0.058045424,-0.757891552,0.051752646,0.076137345,0.055787628,0.061046181,0.068213106,0.041022383,0.002547255,0.291346063,0.288798809,1.603780957,3.234640355,0.005578763,0.063596235,0.081785541,0.048269839,0.051493589,0.022347788,0.005468,0.597981048,0.592513048,5.573188235,33.51422978,0.008178554,0.141379443,0.080217955,0.119647082,0.129946957,0.04507097,0.035098962,0.392033158,0.356934196,1.394023008,1.570640987,0.008021795,base,2
0.04902,0.493283623,-0.0036,0.0482975,0.55108242,-1.0897,1.4017,2.4914,0.09346641,-0.308427688,0.049328362,0.031172,0.549362091,0.09115,0.040495,0.68829705,-1.1503,1.0945,2.2448,-0.144753534,-0.921302873,0.054936209,0.031172,0.549362091,0.09115,0.040495,0.68829705,-1.1503,1.0945,2.2448,-0.144753534,-0.921302873,0.054936209,0.083856616,0.052223337,0.069676907,0.076962094,0.043362501,0.018596205,0.285646368,0.267050162,1.521480266,3.01156572,0.005222334,0.071699846,0.083176996,0.060389493,0.05875732,0.033222741,0.003472,0.585291167,0.581819167,4.809725135,26.39962888,0.0083177,0.116142795,0.066536671,0.110679089,0.109999215,0.063391504,0.015119447,0.357695317,0.34257587,1.114394305,2.134917682,0.006653667,base,2
0.000207,0.438009153,-0.036,-0.00609375,0.44151828,-1.1408,1.2078,2.3486,0.132100472,-0.277004985,0.043800915,-0.021602,0.540303124,-0.03595,-0.03035875,0.66828195,-1.2209,1.0361,2.257,0.102810703,-1.014349426,0.054030312,-0.021602,0.540303124,-0.03595,-0.03035875,0.66828195,-1.2209,1.0361,2.257,0.102810703,-1.014349426,0.054030312,0.06918194,0.053287867,0.054587213,0.061407594,0.039926529,0.000414,0.276359421,0.275945421,1.894428716,4.469211046,0.005328787,0.069236224,0.082788148,0.052815425,0.057914787,0.041268646,0.004315798,0.599922109,0.595606311,5.227200073,30.82012559,0.008278815,0.13190316,0.088563242,0.111393756,0.119936653,0.070061819,0.004954,0.408437112,0.403483112,1.15418713,0.919641434,0.008856324,base,2
0.011376,0.456366443,0.0366,0.01908,0.51794631,-0.9293,0.9937,1.923,-0.157146011,-0.843638997,0.045636644,0.032434,0.581938441,0.02475,0.04346875,0.68258904,-1.0975,1.0027,2.1002,-0.136938284,-1.161354109,0.058193844,0.032434,0.581938441,0.02475,0.04346875,0.68258904,-1.0975,1.0027,2.1002,-0.136938284,-1.161354109,0.058193844,0.076039394,0.049956468,0.061654242,0.068627331,0.034523205,0.011876,0.281146441,0.269270441,1.796166161,4.19687819,0.004995647,0.075121242,0.088816635,0.055195199,0.057232756,0.038326489,0.008538121,0.585047892,0.576509771,4.00713542,19.28262621,0.008881663,0.117897432,0.082900867,0.092223786,0.106392732,0.06549146,0.009870288,0.412936,0.403065712,1.292393286,1.425898229,0.008290087,base,2
0.006679,0.396653183,0.0119,0.0126975,0.4507104,-1.0766,0.8735,1.9501,-0.15160949,-0.64134894,0.039665318,-0.030364,0.506373637,-0.0995,-0.04968625,0.60897795,-0.8696,1.0922,1.9618,0.250851403,-1.054730949,0.050637364,-0.030364,0.506373637,-0.0995,-0.04968625,0.60897795,-0.8696,1.0922,1.9618,0.250851403,-1.054730949,0.050637364,0.06451772,0.045722755,0.058186111,0.057458207,0.035835492,0.003806,0.237359373,0.233553373,1.599021892,3.110928473,0.004572276,0.06783098,0.075141898,0.054503364,0.056048132,0.026845875,0.015436337,0.55268467,0.537248333,5.359651391,31.72602876,0.00751419,0.120897444,0.079620634,0.110539184,0.109363557,0.071520877,0.017521997,0.36869,0.351168003,1.146790959,0.84608824,0.007962063,base,2
0.028912,0.399079015,0.0965,0.047805,0.39207357,-0.9295,0.9076,1.8371,-0.372800707,-0.427101578,0.039907902,0.019602,0.572374797,-0.033,0.01944,0.67050585,-1.0065,1.0096,2.0161,0.020821428,-1.201751053,0.05723748,0.019602,0.572374797,-0.033,0.01944,0.67050585,-1.0065,1.0096,2.0161,0.020821428,-1.201751053,0.05723748,0.065442936,0.045588354,0.055304981,0.058564703,0.028307003,0.01202868,0.288686645,0.276657965,2.572289964,9.277353413,0.004558835,0.068055389,0.091878844,0.056352742,0.053165894,0.034318061,0.002822279,0.657226986,0.654404707,5.312648159,30.96507672,0.009187884,0.123938404,0.082150024,0.11079466,0.115311902,0.072740283,0.011682499,0.414088928,0.402406429,1.149358204,1.610459904,0.008215002,base,2
0.025379,0.429105876,0.0389,0.01858625,0.48429129,-0.9213,0.9422,1.8635,0.108855219,-0.701753399,0.042910588,-0.027966,0.498381337,-0.0306,-0.02323,0.59296587,-1.135,1.0113,2.1463,-0.064742398,-0.951697684,0.049838134,-0.027966,0.498381337,-0.0306,-0.02323,0.59296587,-1.135,1.0113,2.1463,-0.064742398,-0.951697684,0.049838134,0.069144505,0.050616627,0.056587428,0.062665538,0.044116243,0.006351208,0.26305533,0.256704122,1.874776594,4.774712948,0.005061663,0.067739238,0.073020574,0.051352346,0.057189299,0.039005323,0.007124306,0.512330708,0.505206402,4.501587767,24.61286065,0.007302057,0.14145972,0.086796108,0.131118522,0.134648938,0.094965871,0.012028907,0.377168217,0.36513931,0.577898828,-0.393376005,0.008679611,base,2
0.003855,0.432229884,0.04965,0.002925,0.41594343,-0.9581,1.0973,2.0554,0.007814306,-0.160483526,0.043222988,0.013589,0.50608048,0.0091,0.01117875,0.59222457,-1.1529,0.9727,2.1256,-0.007100923,-0.950418262,0.050608048,0.013589,0.50608048,0.0091,0.01117875,0.59222457,-1.1529,0.9727,2.1256,-0.007100923,-0.950418262,0.050608048,0.068008691,0.052930202,0.050413599,0.05793472,0.030927348,0.00771,0.289465524,0.281755524,2.089823825,5.035904009,0.00529302,0.066460456,0.076095669,0.058025074,0.055062841,0.028432663,0.008033213,0.551341823,0.54330861,5.186629989,30.1085585,0.007609567,0.11501378,0.067536135,0.107655898,0.11009398,0.059592488,0.004999143,0.397935216,0.392936072,1.53115302,4.609610293,0.006753614,base,2
0.010746,0.431485664,0.03945,0.00746625,0.46420206,-0.8258,1.1363,1.9621,0.039569283,-0.671516966,0.043148566,-0.041538,0.529736879,-0.10065,-0.0482175,0.62187657,-1.0064,0.9658,1.9722,0.107431224,-1.090472204,0.052973688,-0.041538,0.529736879,-0.10065,-0.0482175,0.62187657,-1.0064,0.9658,1.9722,0.107431224,-1.090472204,0.052973688,0.070368859,0.049498148,0.056444744,0.062825098,0.031147659,0.008838851,0.225341649,0.216502798,1.469525489,1.864819434,0.004949815,0.072956699,0.076929289,0.055419806,0.058355667,0.029207719,0.007028,0.51869081,0.51166281,4.044333501,19.94314096,0.007692929,0.120967599,0.088834167,0.094641321,0.109091422,0.077634147,0.00998858,0.366816088,0.356827508,1.069520928,0.387196198,0.008883417,base,2
-0.008358,0.475183017,-0.05395,-0.03482625,0.45108105,-0.8572,1.6458,2.503,0.614662047,0.487332501,0.047518302,0.009083,0.495005704,0.0479,0.016195,0.57146817,-1.1045,1.0969,2.2014,-0.127218586,-0.779390535,0.04950057,0.009083,0.495005704,0.0479,0.016195,0.57146817,-1.1045,1.0969,2.2014,-0.127218586,-0.779390535,0.04950057,0.076087667,0.05645323,0.054893799,0.06741956,0.030896679,0.005524893,0.278507854,0.27298296,1.715659154,3.054351858,0.005645323,0.062683765,0.0763912,0.050557979,0.050987114,0.025510035,0.007395001,0.552348367,0.544953366,5.257187226,30.84113748,0.00763912,0.12045036,0.10185758,0.082142495,0.101489223,0.055965484,0.016265959,0.463037814,0.446771855,1.66377873,2.217648057,0.010185758,base,2
0.008652,0.440235009,0.01805,0.0025625,0.48562563,-0.9537,1.024,1.9777,0.111036307,-0.582377599,0.044023501,-0.015679,0.527344089,-0.06705,-0.02836125,0.58755438,-1.222,1.0723,2.2943,0.167145893,-0.892079508,0.052734409,-0.015679,0.527344089,-0.06705,-0.02836125,0.58755438,-1.222,1.0723,2.2943,0.167145893,-0.892079508,0.052734409,0.069226498,0.053986886,0.053621025,0.060734048,0.032162021,0.009916189,0.31558412,0.305667931,2.431515261,7.61506152,0.005398689,0.065436264,0.082513319,0.047617591,0.051913825,0.028709714,0.003452956,0.578137376,0.57468442,4.864077417,27.02830395,0.008251332,0.120824232,0.072691058,0.104505015,0.110395758,0.048848589,0.019876867,0.389601457,0.36972459,1.603157283,2.989889005,0.007269106,base,2
0.000456,0.410334603,0.02285,-0.00071,0.47643351,-0.9581,0.9884,1.9465,0.001691614,-0.722489869,0.04103346,-0.032726,0.481399662,-0.04665,-0.0429075,0.59800671,-1.087,1.0498,2.1368,0.169611355,-0.950363075,0.048139966,-0.032726,0.481399662,-0.04665,-0.0429075,0.59800671,-1.087,1.0498,2.1368,0.169611355,-0.950363075,0.048139966,0.062582391,0.052714998,0.045637279,0.054670699,0.034806575,0.000912,0.25226248,0.25135048,1.745789369,3.452756511,0.0052715,0.061934733,0.07374578,0.052048222,0.051538,0.038387923,0.001248,0.526467064,0.525219064,4.974307586,28.57731478,0.007374578,0.126052742,0.075875129,0.106740615,0.115265574,0.064495212,0.024412586,0.352019964,0.327607378,1.172715005,0.836105666,0.007587513,base,2
-0.040175,0.452574882,-0.01365,-0.03277375,0.50949549,-1.1274,1.1055,2.2329,-0.082171846,-0.718713082,0.045257488,-0.003173,0.51335798,-0.0284,0.001785,0.60979338,-0.9994,0.9583,1.9577,-0.013010979,-1.066485057,0.051335798,-0.003173,0.51335798,-0.0284,0.001785,0.60979338,-0.9994,0.9583,1.9577,-0.013010979,-1.066485057,0.051335798,0.074893255,0.050916777,0.066233887,0.066853196,0.03735857,0.01211,0.254439227,0.242329227,1.834781281,3.934443378,0.005091678,0.065051909,0.079166708,0.048642896,0.05183451,0.025218358,0.006346,0.565156754,0.558810754,5.083830594,28.99301535,0.007916671,0.117738982,0.083364243,0.098283538,0.106159411,0.063347071,0.000490821,0.367625552,0.367134731,1.236622807,1.296611438,0.008336424,base,2
0.045931,0.454468044,0.06535,0.0544875,0.44478,-1.3277,1.2071,2.5348,-0.200354006,0.155092057,0.045446804,0.04064,0.499045787,0.0573,0.0489625,0.56435169,-0.9345,1.107,2.0415,-0.083096533,-0.926253871,0.049904579,0.04064,0.499045787,0.0573,0.0489625,0.56435169,-0.9345,1.107,2.0415,-0.083096533,-0.926253871,0.049904579,0.075362103,0.051088864,0.064975244,0.067789879,0.040386867,0.016877157,0.272127825,0.255250668,1.641259974,3.29184549,0.005108886,0.067493989,0.07366917,0.054365417,0.055608609,0.035499217,0.000212094,0.514041871,0.513829777,4.487907862,24.20705425,0.007366917,0.13278936,0.07046938,0.116662986,0.121979761,0.044507702,0.030661598,0.437211044,0.406549446,1.985733103,5.406303979,0.007046938,base,2
-0.001961,0.408151707,-0.0092,-0.00097625,0.41905689,-0.9321,1.3236,2.2557,0.139358237,0.098593502,0.040815171,-0.026703,0.534038843,-0.09155,-0.03967125,0.67280388,-1.1555,1.0759,2.2314,0.144660425,-1.174134721,0.053403884,-0.026703,0.534038843,-0.09155,-0.03967125,0.67280388,-1.1555,1.0759,2.2314,0.144660425,-1.174134721,0.053403884,0.067544323,0.045335959,0.057139829,0.061667123,0.035046689,0.003922,0.223126569,0.219204569,1.548120769,3.080242952,0.004533596,0.069760325,0.080753019,0.057396336,0.057192361,0.045796432,0.005385228,0.558020403,0.552635175,4.464725711,23.97666091,0.008075302,0.130850942,0.091273894,0.112048686,0.118091969,0.065540853,0.025716626,0.490242203,0.464525577,1.627152739,3.185930753,0.009127389,base,2
0.023169,0.4663946,0.08035,0.044145,0.52521105,-1.2058,1.0794,2.2852,-0.356987882,-0.44182661,0.04663946,0.012685,0.530058634,0.0573,0.027935,0.60853317,-1.0979,1.0632,2.1611,-0.210903227,-0.89308906,0.053005863,0.012685,0.530058634,0.0573,0.027935,0.60853317,-1.0979,1.0632,2.1611,-0.210903227,-0.89308906,0.053005863,0.076537457,0.052966896,0.070784008,0.070439198,0.039944586,0.002297949,0.279800154,0.277502206,1.423835918,2.928697648,0.00529669,0.073667247,0.075916451,0.056439731,0.061469051,0.036215541,0.003382204,0.518899361,0.515517157,4.124284026,21.02556152,0.007591645,0.124727186,0.075523852,0.107661348,0.119928707,0.063383619,0.009988297,0.307412,0.297423703,0.535338461,-0.495007377,0.007552385,base,2
-0.008641,0.400936763,0.01155,-0.00570375,0.37620975,-0.9021,1.0292,1.9313,-0.011698951,-0.292647547,0.040093676,-0.056758,0.516630122,0.00585,-0.0657925,0.59200218,-1.2247,1.0004,2.2251,0.020865005,-0.731838881,0.051663012,-0.056758,0.516630122,0.00585,-0.0657925,0.59200218,-1.2247,1.0004,2.2251,0.020865005,-0.731838881,0.051663012,0.06164616,0.050935184,0.046577619,0.053522198,0.029207622,0.000725936,0.264999453,0.264273517,1.887669821,4.166841168,0.005093518,0.068868574,0.077560553,0.054838461,0.057833856,0.030522081,0.007164026,0.565905222,0.558741196,5.240933494,30.78862139,0.007756055,0.12096755,0.08512754,0.097004932,0.110540595,0.065722187,0.001814,0.346219508,0.344405508,1.008319891,0.366387588,0.008512754,base,2
0.020976,0.4108583,0.0571,0.0334925,0.41260758,-0.8959,0.865,1.7609,-0.265066412,-0.627695268,0.04108583,0.025851,0.536200733,0.0293,0.0253425,0.6686526,-1.2828,1.1546,2.4374,-0.053258107,-0.892848822,0.053620073,0.025851,0.536200733,0.0293,0.0253425,0.6686526,-1.2828,1.1546,2.4374,-0.053258107,-0.892848822,0.053620073,0.065979346,0.048710498,0.053870753,0.057482868,0.030695698,0.000851926,0.242299616,0.24144769,1.919185726,4.097075788,0.00487105,0.071640117,0.07964485,0.053453859,0.058971476,0.018022438,0.00605832,0.572920503,0.566862183,5.017738555,28.53198225,0.007964485,0.118798451,0.072878916,0.106581273,0.108482332,0.065389535,0.028874264,0.358589593,0.329715328,1.235912132,1.27847785,0.007287892,base,2
-0.005358,0.418752508,-0.0139,-0.01691875,0.4603473,-1.3061,1.0061,2.3122,0.095988301,-0.147945617,0.041875251,-0.051144,0.483669329,-0.09005,-0.07585,0.51572241,-0.9185,1.2178,2.1363,0.403059264,-0.640753728,0.048366933,-0.051144,0.483669329,-0.09005,-0.07585,0.51572241,-0.9185,1.2178,2.1363,0.403059264,-0.640753728,0.048366933,0.070443146,0.044754286,0.063172133,0.065368313,0.032822182,0.006567928,0.238778595,0.232210666,1.363504979,2.51928297,0.004475429,0.067104449,0.070104451,0.04997274,0.055551578,0.026797288,0.009899262,0.476856064,0.466956802,4.121908853,20.75417889,0.007010445,0.125502984,0.073618996,0.11294676,0.118856588,0.066594862,0.007146,0.323371361,0.316225361,0.760411057,0.147663215,0.0073619,base,2
0.043906,0.421669958,0.07955,0.04591,0.47235636,-0.8144,1.1515,1.9659,0.007722574,-0.68765426,0.042166996,0.041042,0.493749337,-0.0153,0.02336,0.62017158,-0.7834,1.2307,2.0141,0.293441069,-0.835605672,0.049374934,0.041042,0.493749337,-0.0153,0.02336,0.62017158,-0.7834,1.2307,2.0141,0.293441069,-0.835605672,0.049374934,0.073854658,0.040993951,0.068094007,0.070090405,0.027116628,0.005691767,0.256646119,0.250954351,1.830727523,6.1219656,0.004099395,0.071308518,0.06843484,0.059816059,0.060420661,0.032004011,0.013478499,0.490064463,0.476585964,4.608196123,25.21868626,0.006843484,0.116915612,0.075246709,0.0966353,0.106846665,0.055284473,0.013667205,0.38936643,0.375699225,1.388173221,2.047865743,0.007524671,base,2
-0.007983,0.40559359,-0.02645,-0.025655,0.42209622,-0.733,1.1635,1.8965,0.422266009,-0.203092841,0.040559359,-0.027747,0.525990499,0.03715,-0.0283475,0.61994919,-1.1856,1.127,2.3126,-0.050931735,-0.850932942,0.05259905,-0.027747,0.525990499,0.03715,-0.0283475,0.61994919,-1.1856,1.127,2.3126,-0.050931735,-0.850932942,0.05259905,0.067394668,0.044664313,0.056128566,0.060645839,0.032313285,0.010051856,0.220569883,0.210518027,1.670255915,3.149156523,0.004466431,0.07125077,0.07726445,0.057751541,0.060268828,0.031854243,0.009690101,0.556207951,0.54651785,4.926561302,28.1536008,0.007726445,0.113618189,0.083776921,0.098342525,0.099758653,0.069922663,0.020228,0.416306422,0.396078422,1.579958835,2.633099167,0.008377692,base,2
0.021595,0.4718942,-0.0528,0.0205075,0.48362412,-1.2308,1.4678,2.6986,0.109695368,-0.117886147,0.04718942,0.000579,0.497517892,0.01105,-0.0027925,0.66338937,-0.9988,1.0005,1.9993,-0.002318572,-1.087553446,0.049751789,0.000579,0.497517892,0.01105,-0.0027925,0.66338937,-0.9988,1.0005,1.9993,-0.002318572,-1.087553446,0.049751789,0.074178722,0.058035715,0.063103498,0.065680869,0.03953306,0.004286168,0.321169046,0.316882878,1.857059109,4.813422636,0.005803572,0.063606334,0.076251843,0.051535583,0.052905843,0.037220779,0.001158,0.55231945,0.55116145,5.238931396,30.80917862,0.007625184,0.116234118,0.081610093,0.090054891,0.104238085,0.064392062,0.015883282,0.348764227,0.332880945,1.221949525,0.880980134,0.008161009,base,2
0.009251,0.438192696,0.0394,-0.0009725,0.49585557,-0.8031,1.0454,1.8485,0.125164179,-0.847965331,0.04381927,-0.023944,0.509141833,-0.0357,-0.03130625,0.63989016,-1.0804,0.9492,2.0296,0.092678388,-0.937420734,0.050914183,-0.023944,0.509141833,-0.0357,-0.03130625,0.63989016,-1.0804,0.9492,2.0296,0.092678388,-0.937420734,0.050914183,0.072016599,0.049448894,0.056340915,0.064900684,0.041534269,0.013191058,0.256627347,0.243436289,1.433200461,2.386935874,0.004944889,0.066700914,0.076799929,0.05155692,0.055558466,0.033733458,0.008028823,0.555423132,0.547394309,5.132598886,29.87245602,0.007679993,0.116343094,0.081698291,0.097395609,0.103723105,0.051187968,0.007571685,0.336501397,0.328929711,1.320356442,0.853536571,0.008169829,base,2
-0.038864,0.400037838,-0.10285,-0.04319875,0.41549865,-0.9041,0.9201,1.8242,0.189374691,-0.41257278,0.040003784,-0.012186,0.548138089,-0.0021,-0.019345,0.71550276,-1.1551,1.0614,2.2165,0.096791267,-1.0653126,0.054813809,-0.012186,0.548138089,-0.0021,-0.019345,0.71550276,-1.1551,1.0614,2.2165,0.096791267,-1.0653126,0.054813809,0.063066161,0.049444128,0.054449982,0.054822352,0.034131772,0.007405319,0.26591092,0.258505602,2.210886114,5.936117148,0.004944413,0.07074969,0.083475357,0.050019265,0.056715497,0.030367056,0.009307616,0.593489577,0.584181961,4.936689194,27.87743869,0.008347536,0.137018678,0.086715751,0.12408988,0.125881981,0.073099051,0.024514817,0.420752536,0.396237719,1.131011725,1.042361421,0.008671575,base,2
0.048025,0.496224098,0.0625,0.028875,0.54003705,-1.0717,1.5717,2.6434,0.440555475,0.430138434,0.04962241,-0.00114,0.527896102,0.0223,0.0045775,0.62291439,-1.0417,1.1344,2.1761,-0.053754765,-1.075355814,0.05278961,-0.00114,0.527896102,0.0223,0.0045775,0.62291439,-1.0417,1.1344,2.1761,-0.053754765,-1.075355814,0.05278961,0.079446162,0.059726669,0.060280367,0.068988316,0.041211507,0.011505138,0.296675848,0.28517071,1.683450783,2.910790391,0.005972667,0.070723506,0.078068473,0.049763611,0.055898105,0.028918707,0.00228,0.530781797,0.528501797,4.261510723,21.53435426,0.007806847,0.119931875,0.068422565,0.101914375,0.112810197,0.059005299,0.01850308,0.338546,0.32004292,1.010520873,0.904505389,0.006842256,base,2
0.001725,0.425315115,-0.0553,0.000315,0.45804927,-0.8647,1.1286,1.9933,0.12159335,-0.485643791,0.042531511,0.024447,0.536295044,0.04095,0.02052625,0.62610198,-1.1472,1.1937,2.3409,0.061349364,-0.971465521,0.053629504,0.024447,0.536295044,0.04095,0.02052625,0.62610198,-1.1472,1.1937,2.3409,0.061349364,-0.971465521,0.053629504,0.07244365,0.043985733,0.063959966,0.067188911,0.035493519,0.00345,0.229905482,0.226455482,1.427348044,2.670727288,0.004398573,0.081829536,0.069028491,0.066753479,0.069699854,0.048784783,0.011629752,0.409160739,0.397530987,2.4736146,8.209016248,0.006902849,0.137121728,0.070668776,0.128003337,0.133102134,0.07512968,0.026661523,0.304506803,0.27784528,0.459233618,-0.696020967,0.007066878,base,2
0.029816,0.427961094,0.0637,0.029335,0.44870889,-0.9121,1.1865,2.0986,0.060990635,-0.530435395,0.042796109,0.014107,0.510614947,0.0432,0.02098375,0.63803691,-1.0251,1.1332,2.1583,-0.087010471,-1.03665577,0.051061495,0.014107,0.510614947,0.0432,0.02098375,0.63803691,-1.0251,1.1332,2.1583,-0.087010471,-1.03665577,0.051061495,0.072659631,0.045046614,0.06835721,0.068107556,0.043916066,0.004578304,0.203827761,0.199249457,0.977244678,1.009535402,0.004504661,0.068697574,0.07530019,0.053492782,0.055411152,0.032792424,0.011358,0.5314616,0.5201036,4.711340177,25.74959515,0.007530019,0.128134965,0.080228372,0.116481309,0.118842706,0.070410909,0.005164188,0.423670946,0.418506758,1.319642424,2.356249677,0.008022837,base,2
0.019407,0.414959952,0.0451,0.02446,0.40727022,-1.0677,1.2479,2.3156,-0.098849752,0.075101721,0.041495995,0.004861,0.471181262,-0.04225,0.00341375,0.62209896,-0.8881,0.8844,1.7725,0.037874967,-1.146658289,0.047118126,0.004861,0.471181262,-0.04225,0.00341375,0.62209896,-0.8881,0.8844,1.7725,0.037874967,-1.146658289,0.047118126,0.066913867,0.048787246,0.063139516,0.059900983,0.038980311,0.002384084,0.22493907,0.222554987,1.441515292,2.450315435,0.004878725,0.064691542,0.068221387,0.049550786,0.054583347,0.028502772,0.003928033,0.489411274,0.485483241,4.834807238,27.19287238,0.006822139,0.112719168,0.066073457,0.101169215,0.106625037,0.070455369,0.005632,0.322288057,0.316656057,0.875068628,0.582214909,0.006607346,base,2
-0.050296,0.551171066,-0.0577,-0.058445,0.61120185,-1.2011,1.2184,2.4195,0.084830548,-0.741105678,0.055117107,-0.067021,0.712290519,-0.10475,-0.0823175,0.83759487,-1.6933,1.5156,3.2089,0.121589213,-0.697388209,0.071229052,-0.067021,0.712290519,-0.10475,-0.0823175,0.83759487,-1.6933,1.5156,3.2089,0.121589213,-0.697388209,0.071229052,0.088868921,0.065393666,0.077727377,0.079414785,0.042662138,0.005738815,0.384053388,0.378314574,2.169611087,6.804449498,0.006539367,0.085180545,0.114659423,0.057529139,0.064488777,0.05154091,0.004974,0.775320334,0.770346334,4.47254397,23.57373395,0.011465942,0.180389632,0.126321736,0.144777117,0.165929245,0.112891556,0.005669084,0.536333728,0.530664644,0.950313874,0.174475389,0.012632174,base,2
0.025136,0.521621056,-0.01495,0.01134125,0.41097672,-1.1826,1.7719,2.9545,0.428723764,0.915557417,0.052162106,0.044871,0.506053744,-0.0101,0.03389875,0.56664972,-1.1753,1.1379,2.3132,0.152400378,-0.736674695,0.050605374,0.044871,0.506053744,-0.0101,0.03389875,0.56664972,-1.1753,1.1379,2.3132,0.152400378,-0.736674695,0.050605374,0.0884715,0.05479781,0.08057007,0.082916992,0.054145829,0.003576533,0.262548936,0.258972403,0.891653403,0.829516962,0.005479781,0.072571282,0.070747272,0.06006631,0.063822691,0.038050954,0.01042249,0.514253651,0.503831161,4.809948446,27.4768778,0.007074727,0.146418613,0.099509171,0.112816937,0.132048337,0.08478551,0.019010205,0.494446287,0.475436082,1.494225244,2.43143435,0.009950917,base,2
0.018544,0.501280009,0.0681,0.0198125,0.57324729,-1.0703,1.5128,2.5831,0.027673357,-0.495378809,0.050128001,0.007645,0.553784161,0.0161,0.0089225,0.63951951,-1.2023,1.1159,2.3182,-0.005099192,-0.877110789,0.055378416,0.007645,0.553784161,0.0161,0.0089225,0.63951951,-1.2023,1.1159,2.3182,-0.005099192,-0.877110789,0.055378416,0.075489378,0.065642606,0.059515182,0.061683581,0.033702429,0.01317528,0.328086302,0.314911022,2.292684919,5.489499617,0.006564261,0.069989421,0.085565404,0.047545213,0.055753525,0.03795459,0.01013073,0.609235089,0.599104359,5.02769408,28.676069,0.00855654,0.118396931,0.080517584,0.108320987,0.107881746,0.063989002,0.016717313,0.462468247,0.445750934,1.761240935,4.765327554,0.008051758,base,2
-0.037556,0.430329493,-0.0288,-0.03296,0.40519458,-1.1985,1.0264,2.2249,-0.058414852,-0.062047991,0.043032949,-0.038267,0.501473432,-0.0584,-0.03308875,0.57880704,-1.1748,1.0005,2.1753,-0.05847809,-0.860493095,0.050147343,-0.038267,0.501473432,-0.0584,-0.03308875,0.57880704,-1.1748,1.0005,2.1753,-0.05847809,-0.860493095,0.050147343,0.066610949,0.054612178,0.054405198,0.05657531,0.037847322,0.003020648,0.268474477,0.265453829,1.814603781,3.334289082,0.005461218,0.062562321,0.078515034,0.047058992,0.049865297,0.02473614,0.007074559,0.564311124,0.557236565,5.228912808,30.44323162,0.007851503,0.139081702,0.089306793,0.122706613,0.127110815,0.074321788,0.002284,0.372613909,0.370329909,1.06252108,0.453175671,0.008930679,base,2
