Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,yLabel,Y
0.010269,0.628494214,-0.0083,0.01573125,0.65649528,-1.5108,1.1539,2.6647,-0.120464533,-0.478655111,0.062849421,0.00046,0.773090541,0.0426,0.013775,0.82669776,-1.671,1.8196,3.4906,-0.091476511,-0.747843671,0.077309054,0.00046,0.773090541,0.0426,0.013775,0.82669776,-1.671,1.8196,3.4906,-0.091476511,-0.747843671,0.077309054,0.083857611,0.093280917,0.062251913,0.064124069,0.04565822,0.008178718,0.572763133,0.564584415,3.321542667,13.31362969,0.009328092,0.088630563,0.126380552,0.062580768,0.066696169,0.03711842,0.00092,0.883786541,0.882866541,5.01833741,28.44544151,0.012638055,0.154367757,0.109739682,0.129491057,0.135785517,0.061120058,0.00526062,0.506583408,0.501322787,1.511072354,2.021451022,0.010973968,normal,1
0.050556,0.590106881,0.0676,0.06731375,0.69689613,-1.3749,1.3102,2.6851,-0.154516655,-0.563464314,0.059010688,0.065117,0.811055786,-0.04145,0.05461,1.01402427,-1.6519,1.5687,3.2206,0.104713244,-1.123033306,0.081105579,0.065117,0.811055786,-0.04145,0.05461,1.01402427,-1.6519,1.5687,3.2206,0.104713244,-1.123033306,0.081105579,0.086802913,0.080134013,0.06121024,0.073076077,0.053745386,0.006528615,0.477750192,0.471221577,2.526160051,9.032651961,0.008013401,0.092966935,0.133242745,0.060363421,0.068992838,0.033915179,0.008902,0.940452243,0.931550243,5.195993347,29.86041237,0.013324275,0.178333795,0.113267423,0.148769195,0.169740442,0.113974135,0.014878011,0.438299502,0.42342149,0.578430385,-0.606659489,0.011326742,normal,1
0.029863,0.599681786,0.02495,0.04673625,0.65545746,-1.3881,1.2704,2.6585,-0.198559084,-0.51789387,0.059968179,-0.006646,0.786327183,-0.0869,-0.02121625,0.9199533,-1.6687,1.5647,3.2334,0.151199451,-0.821680779,0.078632718,-0.006646,0.786327183,-0.0869,-0.02121625,0.9199533,-1.6687,1.5647,3.2334,0.151199451,-0.821680779,0.078632718,0.090845972,0.078002614,0.070299729,0.077149973,0.038556147,0.021244591,0.485605742,0.464361151,2.849316153,10.81911435,0.007800261,0.098813678,0.121948479,0.076813518,0.079857267,0.051826696,0.008428,0.867270395,0.858842395,5.037904009,28.70235329,0.012194848,0.161696151,0.104456239,0.14197813,0.145095574,0.066555038,0.023633685,0.527683483,0.504049799,1.808300651,3.726181902,0.010445624,normal,1
0.008408,0.581805172,0.04475,0.00644625,0.65857092,-1.1659,1.342,2.5079,-0.013559084,-0.507495996,0.058180517,-0.03526,0.781096712,-0.11855,-0.05287875,0.88926348,-1.8729,1.8097,3.6826,0.187596174,-0.58486182,0.078109671,-0.03526,0.781096712,-0.11855,-0.05287875,0.88926348,-1.8729,1.8097,3.6826,0.187596174,-0.58486182,0.078109671,0.082204496,0.081956751,0.061450394,0.065680587,0.035095761,0.014336905,0.497901514,0.483564609,2.986858097,11.17637929,0.008195675,0.096076728,0.123007067,0.072572742,0.074953704,0.044434133,0.003308,0.872381492,0.869073492,5.051287075,28.83630939,0.012300707,0.188713617,0.113215083,0.165604771,0.179165933,0.112540213,0.020709037,0.456339871,0.435630835,0.662900298,-0.406930147,0.011321508,normal,1
0.016886,0.638848511,0.0051,0.0207025,0.68310795,-1.414,1.739,3.153,-0.00806046,-0.237845672,0.063884851,0.027251,0.723834457,-0.07255,0.01393625,0.85308804,-1.3399,1.8207,3.1606,0.176543853,-0.919306467,0.072383446,0.027251,0.723834457,-0.07255,0.01393625,0.85308804,-1.3399,1.8207,3.1606,0.176543853,-0.919306467,0.072383446,0.090722948,0.089570231,0.073932012,0.074052115,0.049158097,0.005472431,0.555206449,0.549734018,3.189424665,12.64946539,0.008957023,0.088916421,0.114023979,0.072666055,0.069722606,0.042080281,0.001501542,0.806884628,0.805383086,5.075544762,28.69308213,0.011402398,0.17133557,0.102266975,0.15326995,0.16100169,0.091898365,0.013038252,0.473183042,0.46014479,0.943710672,0.485109814,0.010226698,normal,1
-0.038452,0.696943761,-0.0101,-0.03006,0.75679317,-1.8133,1.5599,3.3732,-0.112232114,-0.406664278,0.069694376,-0.059259,0.857923406,-0.0278,-0.0635425,1.01587752,-2.1436,1.5429,3.6865,-0.006765316,-0.877283082,0.085792341,-0.059259,0.857923406,-0.0278,-0.0635425,1.01587752,-2.1436,1.5429,3.6865,-0.006765316,-0.877283082,0.085792341,0.094754782,0.102077439,0.069828147,0.075497386,0.051543252,0.015816064,0.677334629,0.661518565,3.90605865,18.73884484,0.010207744,0.094044411,0.143699334,0.060934991,0.067533448,0.045004793,0.013755988,1.00373834,0.989982352,5.115860028,29.22754369,0.014369933,0.155251293,0.12497282,0.116613711,0.132232915,0.072005393,0.032116771,0.622851264,0.590734494,1.855734766,3.514404268,0.012497282,normal,1
0.011946,0.576485943,-0.0505,0.00581,0.60920034,-1.118,1.7069,2.8249,0.176511929,-0.29631039,0.057648594,0.042884,0.85297171,-0.00805,0.02958875,1.03100004,-1.5246,1.8116,3.3362,0.135445609,-1.041796839,0.085297171,0.042884,0.85297171,-0.00805,0.02958875,1.03100004,-1.5246,1.8116,3.3362,0.135445609,-1.041796839,0.085297171,0.080628093,0.082052744,0.060312358,0.065342134,0.044844611,0.010020826,0.519030059,0.509009232,3.278861923,13.9561644,0.008205274,0.105914614,0.133587112,0.073612264,0.079716527,0.038230259,0.016025579,0.928104018,0.912078439,4.794963522,25.98569009,0.013358711,0.155282512,0.096199435,0.130242261,0.144598702,0.090456956,0.019328872,0.470590806,0.451261934,1.007238184,0.856214371,0.009619944,normal,1
0.033202,0.617458135,0.0801,0.04251375,0.66516849,-1.5332,1.3336,2.8668,-0.112619767,-0.564305049,0.061745814,0.071341,0.721083006,0.0207,0.06247875,0.84382179,-1.3809,1.5723,2.9532,0.102680969,-0.939414782,0.072108301,0.071341,0.721083006,0.0207,0.06247875,0.84382179,-1.3809,1.5723,2.9532,0.102680969,-0.939414782,0.072108301,0.089446015,0.084931258,0.067074114,0.07423936,0.05479586,0.011932139,0.489911707,0.477979568,2.603973321,8.655831926,0.008493126,0.089804309,0.113392192,0.064294467,0.073224535,0.046272298,0.007408232,0.812040616,0.804632384,5.145605101,29.98007678,0.011339219,0.167656298,0.101064965,0.13897831,0.155913992,0.077625589,0.02760784,0.449042532,0.421434692,1.087672337,0.623081095,0.010106496,normal,1
-0.000988,0.621443718,-0.03605,0.01360625,0.63255129,-1.6406,1.5227,3.1633,-0.132317273,-0.234426106,0.062144372,-0.003048,0.780178709,-0.05685,-0.01340125,0.84130137,-1.9184,1.649,3.5674,0.074886533,-0.696450898,0.078017871,-0.003048,0.780178709,-0.05685,-0.01340125,0.84130137,-1.9184,1.649,3.5674,0.074886533,-0.696450898,0.078017871,0.093286303,0.081593471,0.074758075,0.082353517,0.057875083,0.001976,0.506875041,0.504899041,2.669718057,10.64538699,0.008159347,0.088106164,0.128477317,0.070564342,0.069234512,0.036723536,0.006096,0.9367518,0.9306558,5.740932275,35.10422255,0.012847732,0.171715772,0.103119733,0.143533407,0.162472117,0.104149836,0.027431908,0.438623102,0.411191194,0.71124969,-0.540047581,0.010311973,normal,1
0.000125,0.640485608,0.0184,0.0191825,0.6842199,-1.6533,1.326,2.9793,-0.292353299,-0.351363739,0.064048561,0.010366,0.847984512,0.0103,0.00492125,1.02203031,-1.658,1.6543,3.3123,0.023348784,-0.996561568,0.084798451,0.010366,0.847984512,0.0103,0.00492125,1.02203031,-1.658,1.6543,3.3123,0.023348784,-0.996561568,0.084798451,0.08917469,0.091522802,0.064474751,0.071122968,0.041540241,0.00025,0.526917124,0.526667124,2.766136479,9.112629097,0.00915228,0.096915753,0.138852124,0.05814634,0.069575605,0.040235669,0.00406,0.950311516,0.946251516,4.762242167,25.79962522,0.013885212,0.190270834,0.128457745,0.168923058,0.179665658,0.144532945,0.014568209,0.469900599,0.45533239,0.5371409,-0.757779287,0.012845775,normal,1
0.103433,0.557752285,0.1307,0.12656875,0.56138649,-2.0379,1.1525,3.1904,-0.639932443,1.080427937,0.055775228,0.050938,0.81026815,-0.0273,0.05046625,1.12017843,-1.5466,1.7978,3.3444,0.038565311,-1.082784308,0.081026815,0.050938,0.81026815,-0.0273,0.05046625,1.12017843,-1.5466,1.7978,3.3444,0.038565311,-1.082784308,0.081026815,0.083796925,0.076045443,0.061121924,0.069868925,0.035480219,0.008093517,0.457338107,0.44924459,2.780198381,9.842356861,0.007604544,0.096254334,0.130413699,0.068573907,0.071321482,0.040782183,0.00426721,0.902294286,0.898027076,4.818905325,26.40882781,0.01304137,0.14946803,0.10448289,0.127521842,0.13374016,0.084268393,0.018583491,0.465168694,0.446585203,1.277802823,1.239494552,0.010448289,normal,1
0.035131,0.64733521,-0.02685,0.02614375,0.60690231,-1.3563,1.5013,2.8576,0.139604749,-0.659604801,0.064733521,-0.032846,0.74410144,0.05615,-0.02899,0.92899716,-1.4566,1.4147,2.8713,-0.032888926,-1.031109985,0.074410144,-0.032846,0.74410144,0.05615,-0.02899,0.92899716,-1.4566,1.4147,2.8713,-0.032888926,-1.031109985,0.074410144,0.089348527,0.093529588,0.061325662,0.071577041,0.045177423,0.005900279,0.537995566,0.532095287,2.616055298,8.652866995,0.009352959,0.093566177,0.115533581,0.066517841,0.071623334,0.035919782,0.015,0.802125528,0.787125528,4.762033961,25.6433937,0.011553358,0.147964593,0.109013235,0.119490325,0.130800175,0.072756609,0.010888614,0.568087128,0.557198515,1.863640202,3.997252138,0.010901324,normal,1
